id,rata,descrizione,cod_tipoimposta,imposta,aggregation_time,area_geografica,tipo_imposta,spesa,cod_imposta,ente
659f41739b1c14690c5c41ab,202312,ORDINE DEGLI PSICOLOGI DEL LAZIO,3,Previdenziali a carico del datore di lavoro,2024-01-11 02:01:40.336,Sud,Previdenziali,26578.77,13,969
663ec5f33f62190222cfb694,202404,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,3,Previdenziali a carico del lavoratore,2024-05-11 03:01:07.269,Nord,Previdenziali,1946.8,14,968
671a7805568f1404768e2b53,202409,COMUNE DI MONTORFANO,4,Prestiti,2024-10-24 18:30:35.560,,Varie,601.95,11,834
65ee5ac7eb0f334c5c3675c1,202402,AZIENDA SANITARIA LOCALE ROMA 4,3,Previdenziali a carico del datore di lavoro,2024-03-11 02:01:04.421,Sud,Previdenziali,1738896.0,13,926
661738e49b1c14196e7da35c,202403,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,4,Ritenute Sindacali,2024-04-11 03:00:48.766,Sud,Varie,298.79,10,960
6667a4b8262bc331bdcd0bb4,202405,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,3,Previdenziali a carico del datore di lavoro,2024-06-11 03:01:23.745,Isole,Previdenziali,4980.19,13,968
663ec5f43f62190222cfb6f8,202404,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,2,IRPEF,2024-05-11 03:01:07.269,,Erariali,2099.56,5,912
6731590c568f146439948f69,202410,ISPETTORATO NAZIONALE DEL LAVORO,3,Previdenziali a carico del lavoratore,2024-11-11 02:00:28.485,Centro,Previdenziali,811043.92,14,954
65ee5ac5f458af56d2af530f,202402,MINISTERO DELLA SALUTE,2,IRPEF,2024-03-11 02:01:04.421,,Erariali,1429327.5,5,10
6731590c568f146444a34e8c,202410,COMUNE DI SERRENTI,2,Addizionali Comunali,2024-11-11 02:00:28.485,Centro,Erariali,293.74,8,977
668f34079b1c1405cffd2d4a,202406,MINISTERO DELLA DIFESA,3,Previdenziali a carico del lavoratore,2024-07-11 03:01:16.866,,Previdenziali,59886865.56,14,3
671a780d568f1404768e2bce,202409,MINISTERO UNIVERSITA' E RICERCA,2,Addizionali Regionali,2024-10-24 18:30:35.560,Centro,Erariali,693869.06,7,19
65ee5ac6f458af56cdec1848,202402,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,2,Addizionali Regionali,2024-03-11 02:01:04.421,Sud,Erariali,3670.0,7,5
65c81f2bf458af1d35de6292,202401,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,4,Ritenute Sindacali,2024-02-11 02:01:21.381,Nord,Varie,12.56,10,968
6731590c568f146446645d16,202410,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,4,Riscatti,2024-11-11 02:00:28.485,Nord,Varie,2178.24,9,966
663ec5eb3f62190222cfb585,202404,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,,Previdenziali,189714.11,13,950
668f34079b1c1405cffd2d01,202406,CONSIGLIO DI STATO E T.A.R.,4,Riscatti,2024-07-11 03:01:16.866,,Varie,4500.57,9,17
65c81f2bf458af1d35de629f,202401,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,2,IRAP,2024-02-11 00:00:00.000,,Erariali,713.8,6,912
65c81f2bf458af1d35de6291,202401,MINISTERO DELLA GIUSTIZIA,3,Previdenziali a carico del lavoratore,2024-02-11 02:01:21.381,Nord,Previdenziali,28177675.82,14,9
66e0ee65f458af54a5dbc830,202408,ORDINE DEGLI PSICOLOGI DEL LAZIO,2,IRAP,2024-09-11 03:01:11.704,,Erariali,3782.92,6,969
65c81f2b3f62191d310d647b,202401,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),3,Previdenziali a carico del datore di lavoro,2024-02-11 02:01:21.381,Nord,Previdenziali,82596.39,13,919
671a7806e28f8d6b0a19d16a,202409,ARPAL PUGLIA,3,Previdenziali a carico del lavoratore,2024-10-24 18:30:35.560,Centro,Previdenziali,158595.23,14,971
66bf604a0377f64bd0cd25a9,202407,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,1,Netto,2024-08-16 16:11:01.334,Sud,Netto,75535.38,15,805
659f417b9b1c1468e2e39a2b,202312,MINISTERO DELL'ISTRUZIONE E DEL MERITO,2,IRPEF,2024-01-11 02:01:40.336,Sud,Erariali,3796314855.15,5,4
6667a4c1262bc331bdcd0c0c,202405,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,2,IRPEF,2024-06-11 03:01:23.745,,Erariali,4520.25,5,968
659f41739b1c14690c5c41a1,202312,COMUNE DI MONDAINO,4,Altre voci,2024-01-11 02:01:40.336,Isole,Varie,229.0,12,845
663ec5f43f62190222cfb73e,202404,COMUNE DI MONTORFANO,3,Previdenziali a carico del lavoratore,2024-05-11 03:01:07.269,Sud,Previdenziali,1169.83,14,834
671a7806e28f8d6b0a19d1aa,202409,AGENZIA INDUSTRIE DIFESA AID,4,Altre voci,2024-10-24 18:30:35.560,,Varie,6607.13,12,974
65c81f2b3f62191d310d649e,202401,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",4,Ritenute Sindacali,2024-02-11 02:01:21.381,Isole,Varie,11445.52,10,11
6731590c568f146444a34e70,202410,REGIONE LAZIO,1,Netto,2024-11-11 02:00:28.485,Centro,Netto,8793221.0,15,822
668f34129b1c1405cffd2e20,202406,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,1,Netto,2024-07-11 03:01:16.866,Centro,Netto,269994.48,15,963
66bf604b0377f64b679f288a,202407,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),3,Previdenziali a carico del lavoratore,2024-08-16 16:11:01.334,Centro,Previdenziali,27672.71,14,919
671a780de28f8d6b0a19d227,202409,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,4,Ritenute Sindacali,2024-10-24 18:30:35.560,,Varie,664.34,10,976
66bf60530377f64b679f28e2,202407,AGENZIA INDUSTRIE DIFESA AID,4,Ritenute Sindacali,2024-08-16 16:11:01.334,Centro,Varie,2158.34,10,974
66bf60530377f64b679f28f4,202407,PARCO DEL CIRCEO,2,Addizionali Comunali,2024-08-16 16:11:01.334,Isole,Erariali,148.76,8,970
66bf60490377f64b681b5147,202407,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,2,IRAP,2024-08-16 16:11:01.334,Isole,Erariali,8582.98,6,805
661738e4262bc367a23503f7,202403,MINISTERO DELLA DIFESA,2,Addizionali Regionali,2024-04-11 03:00:48.766,Isole,Erariali,13867329.61,7,3
671a780de28f8d6b0a19d274,202409,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,3,Previdenziali a carico del datore di lavoro,2024-10-24 18:30:35.560,Isole,Previdenziali,99219.85,13,963
668f34110377f62206882c8a,202406,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,IRAP,2024-07-11 03:01:16.866,Sud,Erariali,152868.84,6,950
668f34129b1c1405cffd2def,202406,CONSIGLIO DI STATO E T.A.R.,4,Ritenute Sindacali,2024-07-11 03:01:16.866,Sud,Varie,9310.27,10,17
659f41729b1c1468e2e39998,202312,AGENZIA DELLE ENTRATE,3,Previdenziali a carico del lavoratore,2024-01-11 02:01:40.336,,Previdenziali,18366712.69,14,22
65ee5ac5f458af56d2af5303,202402,ISTITUTO SUPERIORE DI SANITA',3,Previdenziali a carico del datore di lavoro,2024-03-11 00:00:00.000,Centro,Previdenziali,2453295.94,13,32
66e0ee65f458af5423ceb59d,202408,MINISTERO DELL'INTERNO,3,Previdenziali a carico del datore di lavoro,2024-09-11 00:00:00.000,Centro,Previdenziali,146597666.22,13,12
663ec5eb3f62190222cfb583,202404,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),2,IRAP,2024-05-11 03:01:07.269,Centro,Erariali,35869.3,6,919
6667a4b7262bc331baee7383,202405,AGENZIA DELLE ENTRATE,3,Previdenziali a carico del datore di lavoro,2024-06-11 03:01:23.745,Isole,Previdenziali,27240883.7,13,22
6731590c568f146446645d5f,202410,AZIENDA SANITARIA LOCALE RIETI,2,IRAP,2024-11-11 02:00:28.485,Centro,Erariali,585656.92,6,917
6731590c568f146444a34e82,202410,AGENZIA DELLE ENTRATE,3,Previdenziali a carico del lavoratore,2024-11-11 02:00:28.485,,Previdenziali,8400141.02,14,22
6731590c568f146446645ce6,202410,ENTE STRUMENTALE ALLA CROCE ROSSA ITALIANA,3,Previdenziali a carico del datore di lavoro,2024-11-11 02:00:28.485,Sud,Previdenziali,7385.21,13,898
6667a4c1262bc331bdcd0c48,202405,A.O.R.N. ANTONIO CARDARELLI,2,IRAP,2024-06-11 03:01:23.745,Sud,Erariali,1194943.21,6,948
661738e49b1c14196e7da304,202403,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,2,IRPEF,2024-04-11 03:00:48.766,,Erariali,3142.59,5,894
6667a4b7262bc331bdcd0b61,202405,COMUNE DI VASIA,1,Netto,2024-06-11 03:01:23.745,,Netto,6157.46,15,973
66bf604b0377f64b679f2892,202407,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,Addizionali Comunali,2024-08-16 16:11:01.334,Isole,Erariali,7441.98,8,950
6731590c568f146439948fae,202410,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Ritenute Sindacali,2024-11-11 02:00:28.485,Sud,Varie,24138064.56,10,4
66e0ee65f458af5423ceb597,202408,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,4,Riscatti,2024-09-11 03:01:11.704,Sud,Varie,263.22,9,959
6731590b5c833340b426af04,202410,MINISTERO DELL'INTERNO,2,Addizionali Comunali,2024-11-11 02:00:28.485,Centro,Erariali,4428328.42,8,12
6667a4b7262bc331baee731b,202405,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,2,Addizionali Regionali,2024-06-11 03:01:23.745,Centro,Erariali,25995.8,7,966
66bf604a0377f64b679f286e,202407,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,4,Prestiti,2024-08-16 16:11:01.334,Nord,Varie,862.95,11,925
66bf60530377f64bd0cd2621,202407,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,3,Previdenziali a carico del datore di lavoro,2024-08-16 16:11:01.334,Nord,Previdenziali,1399389.57,13,28
668f34119b1c1405cffd2d84,202406,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",2,Addizionali Comunali,2024-07-11 03:01:16.866,Sud,Erariali,88371.84,8,11
659f417c9b1c14690c5c4200,202312,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,3,Previdenziali a carico del lavoratore,2024-01-11 02:01:40.336,Sud,Previdenziali,24055613.9,14,2
668f34080377f62206882bec,202406,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Prestiti,2024-07-11 03:01:16.866,Centro,Varie,147617189.76,11,4
663ec5ea3f62190222cfb4de,202404,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,2,Addizionali Regionali,2024-05-11 03:01:07.269,,Erariali,88795.9,7,8
66e0ee5bf458af54a5dbc767,202408,COMUNE DI MERCATO SAN SEVERINO,2,Addizionali Comunali,2024-09-11 03:01:11.704,Sud,Erariali,1611.59,8,829
661738e7262bc367cf0df8a2,202403,AZIENDA REGIONALE EMERGENZA SANITARIA,2,IRAP,2024-04-11 03:00:48.766,,Erariali,659277.44,6,905
65c81f2c3f62191d310d64c6,202401,COMUNE DI MONDAINO,2,IRAP,2024-02-11 02:01:21.381,Sud,Erariali,,6,845
668f34120377f62206882cb0,202406,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,1,Netto,2024-07-11 03:01:16.866,Centro,Netto,74398.92,15,976
661738e6262bc367cf0df858,202403,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Prestiti,2024-04-11 03:00:48.766,Isole,Varie,104741.55,11,5
66e0ee65f458af5423ceb57d,202408,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,3,Previdenziali a carico del lavoratore,2024-09-11 03:01:11.704,Isole,Previdenziali,581.03,14,912
6731590b5c833340b426aee5,202410,ORDINE DEGLI PSICOLOGI DEL LAZIO,2,Addizionali Regionali,2024-11-11 02:00:28.485,,Erariali,1650.51,7,969
6667a4c1262bc331bdcd0c37,202405,REGIONE LAZIO,2,IRAP,2024-06-11 03:01:23.745,Nord,Erariali,1273514.03,6,822
661738e7262bc367cf0df8a0,202403,AZIENDA REGIONALE EMERGENZA SANITARIA,3,Previdenziali a carico del datore di lavoro,2024-04-11 03:00:48.766,Isole,Previdenziali,2085594.53,13,905
668f34080377f62206882bd2,202406,COMUNE DI MERCATO SAN SEVERINO,2,Addizionali Regionali,2024-07-11 03:01:16.866,Nord,Erariali,4527.65,7,829
663ec5f43f62190222cfb6c8,202404,MINISTERO DELLA GIUSTIZIA,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,,Previdenziali,103669234.46,13,9
663ec5eb3f62190222cfb59b,202404,AZIENDA SANITARIA LOCALE ROMA 3,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,Centro,Previdenziali,2155063.01,13,914
6667a4b7262bc331bdcd0b26,202405,COMUNE DI MONDAINO,2,Addizionali Comunali,2024-06-11 03:01:23.745,Nord,Erariali,278.08,8,845
668f34079b1c1405cffd2c94,202406,ISTITUTO SUPERIORE DI SANITA',2,Addizionali Comunali,2024-07-11 03:01:16.866,,Erariali,77957.53,8,32
663ec5f43f62190222cfb6b5,202404,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,,Previdenziali,3112978.33,13,5
66bf604a0377f64b679f2859,202407,AGENZIA ITALIANA DEL FARMACO - AIFA,2,IRAP,2024-08-16 16:11:01.334,Sud,Erariali,182774.32,6,867
668f34110377f62206882c79,202406,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,2,Addizionali Regionali,2024-07-11 03:01:16.866,Centro,Erariali,8709.07,7,963
6667a4c1262bc331bdcd0c27,202405,AGENZIA PER L'ITALIA DIGITALE,2,Addizionali Comunali,2024-06-11 03:01:23.745,Nord,Erariali,5421.77,8,4056
65c81f2c3f62191d310d64ff,202401,ENTE PARCO NAZIONALE DELLA MAJELLA,4,Prestiti,2024-02-11 02:01:21.381,Centro,Varie,3673.85,11,938
6731590b568f146444a34e06,202410,ENTE PARCO NAZIONALE DELLA MAJELLA,4,Ritenute Sindacali,2024-11-11 02:00:28.485,Nord,Varie,160.66,10,938
668f34089b1c1405cffd2d6a,202406,AGENZIA DELLE DOGANE,4,Altre voci,2024-07-11 03:01:16.866,Isole,Varie,144271.5,12,21
66bf60530377f64b681b51cc,202407,AGENZIA DELLE DOGANE,4,Riscatti,2024-08-16 16:11:01.334,Nord,Varie,21175.68,9,21
65c81f2b3f62191d044e2ace,202401,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,4,Altre voci,2024-02-11 02:01:21.381,Nord,Varie,707.69,12,16
659f417b9b1c14690c5c41d6,202312,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,2,IRPEF,2024-01-11 02:01:40.336,Isole,Erariali,10048174.27,5,7
6667a4b7262bc331baee7343,202405,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,2,Addizionali Comunali,2024-06-11 03:01:23.745,Isole,Erariali,2400.35,8,959
6667a4c1262bc331baee7413,202405,PARCO DEL CIRCEO,1,Netto,2024-06-11 03:01:23.745,Sud,Netto,9205.69,15,970
66bf604a0377f64b681b5178,202407,AZIENDA SANITARIA LOCALE LATINA,3,Previdenziali a carico del datore di lavoro,2024-08-16 16:11:01.334,,Previdenziali,3454277.98,13,930
659f41739b1c14690c5c41a0,202312,ENTE STRUMENTALE ALLA CROCE ROSSA ITALIANA,1,Netto,2024-01-11 02:01:40.336,,Netto,128305.92,15,898
66bf60520377f64b679f28d5,202407,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,3,Previdenziali a carico del lavoratore,2024-08-16 16:11:01.334,Nord,Previdenziali,1745340.71,14,5
659f417c9b1c14690c5c4212,202312,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,3,Previdenziali a carico del lavoratore,2024-01-11 02:01:40.336,Isole,Previdenziali,2300.96,14,957
6731590c568f146439948f8a,202410,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,1,Netto,2024-11-11 02:00:28.485,Sud,Netto,57326.17,15,925
65c81f2c3f62191d310d64b4,202401,AGENZIA DELLE ENTRATE,4,Altre voci,2024-02-11 02:01:21.381,Nord,Varie,264196.52,12,22
65c81f2cf458af1d5b4728f7,202401,MINISTERO DELL'INTERNO,4,Riscatti,2024-02-11 02:01:21.381,Centro,Varie,283437.86,9,12
663ec5f43f62190222cfb6a1,202404,REGIONE LAZIO,3,Previdenziali a carico del lavoratore,2024-05-11 03:01:07.269,Centro,Previdenziali,1566550.63,14,822
661738e7262bc367cf0df89d,202403,A.O. S. GIOVANNI ADDOLORATA,2,IRAP,2024-04-11 00:00:00.000,Sud,Erariali,1116196.91,6,921
65c81f2c3f62191d310d64a7,202401,COMUNE DI MERCATO SAN SEVERINO,2,IRAP,2024-02-11 02:01:21.381,Centro,Erariali,9907.36,6,829
671a7806e28f8d6b0a19d1ae,202409,ARAN,4,Altre voci,2024-10-24 18:30:35.560,Isole,Varie,1111.28,12,802
663ec5f23f62190222cfb5a8,202404,ISPETTORATO NAZIONALE DEL LAVORO,4,Altre voci,2024-05-11 03:01:07.269,,Varie,46938.82,12,954
661738e5262bc367a2350428,202403,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Addizionali Comunali,2024-04-11 03:00:48.766,Centro,Erariali,139.88,8,957
6667a4b7262bc331baee737c,202405,AGENZIA PER L'ITALIA DIGITALE,4,Altre voci,2024-06-11 03:01:23.745,Sud,Varie,3040.11,12,4056
6667a4b7262bc331bdcd0ba8,202405,COMUNE DI MONTORFANO,3,Previdenziali a carico del datore di lavoro,2024-06-11 03:01:23.745,Nord,Previdenziali,6911.67,13,834
661738e4262bc367a23503f8,202403,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,2,Addizionali Comunali,2024-04-11 03:00:48.766,Sud,Erariali,9248.37,8,966
66bf60530377f64b681b51c4,202407,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Addizionali Regionali,2024-08-16 16:11:01.334,,Erariali,1723.25,7,945
663ec5f33f62190222cfb653,202404,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Addizionali Comunali,2024-05-11 00:00:00.000,Isole,Erariali,139.88,8,957
65ee5ac7f458af56cdec186a,202402,AZIENDA SANITARIA LOCALE VITERBO,2,IRAP,2024-03-11 02:01:04.421,,Erariali,879969.7,6,929
66e0ee5df458af5423ceb4eb,202408,COMUNE DI MONTORFANO,2,Addizionali Comunali,2024-09-11 03:01:11.704,Isole,Erariali,200.22,8,834
6667a4c1262bc331baee744a,202405,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,4,Prestiti,2024-06-11 03:01:23.745,Sud,Varie,8154.46,11,950
661738e59b1c1417e85d36b9,202403,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Addizionali Regionali,2024-04-11 03:00:48.766,Isole,Erariali,76412.27,7,867
6731590c568f146439948fbd,202410,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",1,Netto,2024-11-11 02:00:28.485,Sud,Netto,5558714.04,15,11
66bf60490377f64b681b5128,202407,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,3,Previdenziali a carico del lavoratore,2024-08-16 16:11:01.334,Nord,Previdenziali,1751.87,14,945
659f41729b1c1468e2e3997c,202312,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,1,Netto,2024-01-11 02:01:40.336,Nord,Netto,541018.92,15,868
663ec5f33f62190222cfb62c,202404,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,Nord,Previdenziali,35322.37,13,976
65c81f2c3f62191d310d6504,202401,MINISTERO PER I BENI E LE ATTIVITA' CULTURALI,2,Addizionali Comunali,2024-02-11 02:01:21.381,Nord,Erariali,738.32,8,14
65ee5ac6f458af56cdec1821,202402,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,3,Previdenziali a carico del datore di lavoro,2024-03-11 02:01:04.421,Nord,Previdenziali,42272.43,13,960
671a7806e28f8d6b0a19d1b3,202409,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Prestiti,2024-10-24 18:30:35.560,Centro,Varie,110422.41,11,5
6667a4b8262bc331baee73d9,202405,MINISTERO DELL'ISTRUZIONE E DEL MERITO,1,Netto,2024-06-11 03:01:23.745,,Netto,6361352289.36,15,4
659f41729b1c1468e2e3999f,202312,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,1,Netto,2024-01-11 02:01:40.336,Sud,Netto,1020722.19,15,23
663ec5f43f62190222cfb6db,202404,COMUNE DI MONDAINO,1,Netto,2024-05-11 03:01:07.269,,Netto,13892.9,15,845
66e0ee65f458af54a5dbc83d,202408,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,2,IRPEF,2024-09-11 03:01:11.704,Centro,Erariali,1911296.14,5,13
663ec5f33f62190222cfb61a,202404,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,Isole,Previdenziali,5797.05,13,894
659f41729b1c1468e2e3999a,202312,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,3,Previdenziali a carico del lavoratore,2024-01-11 02:01:40.336,,Previdenziali,1356465.74,14,28
668f34110377f62206882c84,202406,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,2,Addizionali Comunali,2024-07-11 03:01:16.866,Sud,Erariali,1007.98,8,925
6731590c568f146439948fe8,202410,CONSIGLIO DI STATO E T.A.R.,3,Previdenziali a carico del lavoratore,2024-11-11 02:00:28.485,Centro,Previdenziali,1343219.69,14,17
6667a4b7262bc331bdcd0b43,202405,PARCO DEL CIRCEO,2,IRAP,2024-06-11 03:01:23.745,Isole,Erariali,1138.57,6,970
663ec5eb3f62190222cfb554,202404,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,4,Ritenute Sindacali,2024-05-11 03:01:07.269,Isole,Varie,1366.82,10,23
668f34119b1c1405cffd2dcf,202406,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,3,Previdenziali a carico del lavoratore,2024-07-11 03:01:16.866,Isole,Previdenziali,11366985.84,14,2
659f417b9b1c14690c5c41de,202312,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,3,Previdenziali a carico del datore di lavoro,2024-01-11 00:00:00.000,Centro,Previdenziali,523698.88,13,953
66e0ee5bf458af54a5dbc75b,202408,CONSIGLIO DI STATO E T.A.R.,4,Altre voci,2024-09-11 03:01:11.704,Sud,Varie,4294.21,12,17
6731590b5c833340b426ae98,202410,AGENZIA PER L'ITALIA DIGITALE,2,Addizionali Regionali,2024-11-11 02:00:28.485,Centro,Erariali,13252.19,7,4056
663ec5f43f62190222cfb750,202404,COMUNE DI SERRENTI,3,Previdenziali a carico del datore di lavoro,2024-05-11 03:01:07.269,,Previdenziali,19133.69,13,977
6731590c568f146444a34e5f,202410,COMUNE DI CAROSINO,2,Addizionali Comunali,2024-11-11 02:00:28.485,,Erariali,345.96,8,816
66e0ee5cf458af5423ceb4de,202408,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,3,Previdenziali a carico del lavoratore,2024-09-11 03:01:11.704,,Previdenziali,256549.08,14,8
6667a4b7262bc331bdcd0b2a,202405,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,3,Previdenziali a carico del datore di lavoro,2024-06-11 03:01:23.745,,Previdenziali,431672.98,13,966
668f34079b1c1405cffd2c8c,202406,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Previdenziali a carico del datore di lavoro,2024-07-11 03:01:16.866,Isole,Previdenziali,3614689.64,13,13
659f417b9b1c14690c5c41fb,202312,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,4,Altre voci,2024-01-11 02:01:40.336,Isole,Varie,113048.48,12,7
66bf60490377f64b681b516f,202407,CONSIGLIO DI STATO E T.A.R.,4,Prestiti,2024-08-16 16:11:01.334,Nord,Varie,66156.66,11,17
668f34110377f62206882c7b,202406,COMUNE DI CAROSINO,3,Previdenziali a carico del datore di lavoro,2024-07-11 03:01:16.866,Sud,Previdenziali,12462.02,13,816
668f34080377f62206882bdf,202406,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,3,Previdenziali a carico del datore di lavoro,2024-07-11 03:01:16.866,Centro,Previdenziali,54177.39,13,959
66bf60490377f64b681b50ec,202407,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Altre voci,2024-08-16 16:11:01.334,Sud,Varie,18601.72,12,5
6731590c568f146446645d39,202410,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,3,Previdenziali a carico del datore di lavoro,2024-11-11 02:00:28.485,Nord,Previdenziali,1425496.28,13,28
6731590c568f146446645cf5,202410,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,4,Altre voci,2024-11-11 02:00:28.485,Sud,Varie,13.9,12,945
659f417b9b1c14690c5c41f3,202312,AGENZIA ITALIANA DEL FARMACO - AIFA,3,Previdenziali a carico del lavoratore,2024-01-11 02:01:40.336,Centro,Previdenziali,622919.02,14,867
663ec5f43f62190222cfb723,202404,INVALSI,4,Prestiti,2024-05-11 03:01:07.269,Nord,Varie,3610.23,11,31
6731590b5c833340b426aeb8,202410,MINISTERO DELLA GIUSTIZIA,2,IRPEF,2024-11-11 02:00:28.485,Centro,Erariali,75904737.16,5,9
661738e6262bc367cf0df84c,202403,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,3,Previdenziali a carico del datore di lavoro,2024-04-11 03:00:48.766,Centro,Previdenziali,56417.71,13,16
65c81f2bf458af1d35de6278,202401,AGENZIA DEL DEMANIO,4,Ritenute Sindacali,2024-02-11 02:01:21.381,Centro,Varie,4981.61,10,8017
66bf60490377f64b681b511f,202407,COMUNE DI CARAVAGGIO,4,Riscatti,2024-08-16 16:11:01.334,Centro,Varie,95.6,9,964
6667a4b7262bc331bdcd0ba9,202405,AGENZIA DELLE DOGANE,4,Altre voci,2024-06-11 03:01:23.745,Isole,Varie,143420.26,12,21
